,gender,age,cust_id,became_member_on,income,days_as_member
384,F,61,d11e7279219b418eb0133758d88ee285,2016-06-12,99000.0,1628
385,M,42,6be0513109fe4d738e2af7fb252fefb7,2018-06-13,57000.0,897
386,M,58,90a221d6183c49d68dd6b2d17e67b2ba,2018-01-29,36000.0,1032
387,F,48,b3a5a87d9e1d4bc48f38945c8f4d5a2a,2016-10-21,44000.0,1497
388,M,35,027596e6ed19471392923eb833b25fd3,2017-08-29,64000.0,1185
389,M,36,f5b84c63d6514f02bed8258e627f172d,2018-03-15,31000.0,987
390,F,41,5084c3bf96464d63bc54f298ce45aef0,2016-04-14,100000.0,1687
391,F,83,0872d0fa41104fcaaf143ddc1b81a420,2017-04-30,73000.0,1306
392,M,53,4cbe33c601a5407f8202086565c55111,2017-10-15,87000.0,1138
394,F,53,63682fd0e2454fe098a3aad2c76e0054,2016-01-15,97000.0,1777
395,F,80,85727ebd2e324b60839c149682294ba7,2018-01-10,48000.0,1051
396,M,25,4cce01bbc3d742c994f654f8c1ecd6b4,2015-11-16,66000.0,1837
397,M,63,b330ad2e97ca455badff7121614b225d,2015-11-04,119000.0,1849
398,F,63,611846bccd6b4c35ba48ed6b165b2c2d,2016-06-14,66000.0,1626
399,F,56,06b99e8cc24b426f8a578c749974b88a,2018-01-23,109000.0,1038
400,M,43,e262142cfb3f4c87ab26ba7dd09562aa,2017-10-04,59000.0,1149
401,F,58,78364f0145d342c2bd44a169cfb9c332,2016-03-14,58000.0,1718
402,M,59,1e90d5a75b1d47e6ac495c37399705da,2017-01-23,59000.0,1403
403,M,49,c7456a584a65425188c13311390e53c5,2018-03-18,104000.0,984
404,F,63,b432b74402bb4981a4651c8df1670365,2017-09-12,70000.0,1171
405,M,42,d6e40d21be454a08853aeafbd3532647,2015-12-10,94000.0,1813
406,F,52,b6874ec74838469482e7bcce0251acdd,2018-01-17,57000.0,1044
407,F,57,a04fcfd571034456aaa6d56c0a3fd9b6,2018-04-08,37000.0,963
408,F,56,16ed3ce3996c4f729d597126b8200203,2017-11-09,59000.0,1113
409,M,80,79d6e0ec46a8486a9df7b24552be074b,2017-10-15,87000.0,1138
410,M,43,dce9bfaf37e64b75b5c40866cfe71c80,2016-02-11,52000.0,1750
411,M,54,09e73eeb14874fe69467f8c123091f50,2017-11-14,70000.0,1108
412,M,28,42e511d82add46d4b0038ab71015f1b5,2016-11-11,73000.0,1476
413,F,57,f26062d4f14f464eb345f487f0e912d4,2017-10-08,95000.0,1145
414,M,71,3f297d8938564fdbbcd73db63bc8ce54,2015-03-10,67000.0,2088
416,F,64,cffd46a4ad444357a62f3929cd07a072,2018-04-18,112000.0,953
417,M,20,576e6eed3c6a4ac682ebd35b7ea672f4,2014-05-31,49000.0,2371
420,F,36,55c69bafc66d4bf6a7df7f1f752c1b38,2017-04-23,58000.0,1313
421,F,45,b427c95a76904412885fa43e1b6db748,2016-10-04,99000.0,1514
422,M,71,aec66f67b80548d29897b26f83d139de,2014-12-17,65000.0,2171
423,M,67,6e43570e4517416cb3bcadd49d3da70f,2018-06-01,89000.0,909
424,F,72,5fc96150a4994e3c982e723d06d35e8b,2016-09-22,81000.0,1526
425,M,51,227f2d69e46a4899b70d48182822cff6,2018-05-12,100000.0,929
427,M,48,d2d8012642ec43e09c18dd814bd1ec6c,2017-09-19,68000.0,1164
428,M,53,bf60d102f38c4f2aacb09c2df487b7fc,2018-04-10,60000.0,961
429,M,25,75da3f6ef64b4bdebc1045dfa2bbb546,2018-02-15,53000.0,1015
430,F,79,3115295d227b45ba918d691687350672,2018-01-10,85000.0,1051
431,M,19,80712efd45a84787b08074798ac40429,2018-06-24,32000.0,886
432,F,28,30333ea9ee1e4405adf1b5c54dd60553,2018-04-11,49000.0,960
433,M,56,bb0f25e23a4c4de6a645527c275cd594,2014-06-11,76000.0,2360
434,M,44,81d1298cca294146801c6c086a616399,2014-03-19,37000.0,2444
435,M,25,76919022666747ffb747b52151ba992b,2017-12-25,40000.0,1067
436,F,61,4866a2c8fedd46b98dc2c695f8cc5840,2018-01-13,78000.0,1048
437,M,34,09020cacd73b48a7b1d1310dd9ca004b,2017-09-22,59000.0,1161
438,F,41,597bcbdab11c4236aaf895ca94d9aa60,2017-12-10,37000.0,1082
439,M,44,b8dc729c581045a59f2186c210c5a06c,2016-12-04,51000.0,1453
440,F,51,d7282e3f7eec4cc5a38212189af80d2e,2018-06-29,92000.0,881
441,M,47,8b5f5a1b1c43427ba7fb1e8e307a05e3,2017-11-09,44000.0,1113
442,F,63,055a06b9a6ad42fcaa1fe7706b5e21aa,2018-07-07,70000.0,873
443,M,62,fc41f98eaccc4c6e9ba3d3361714c527,2017-11-26,61000.0,1096
444,M,66,3f244f4dea654688ace14acb4f0257bb,2018-07-03,71000.0,877
445,M,62,05dedca5b2034055a64979a2c28b3477,2017-12-08,70000.0,1084
446,M,83,93893ec00b5346228088f867e6164b1e,2016-04-10,88000.0,1691
447,M,43,ff298e06fee240039dfd761a0a2ea25e,2018-06-27,58000.0,883
448,F,66,eaaa456d803e49798017100b16fda6c5,2016-12-04,94000.0,1453
449,M,70,c8d495a12bd049489dd2d185cd20bfc3,2017-11-18,44000.0,1104
450,F,65,be7ff3cb6bf84ce395471e52b64b70c6,2018-01-12,66000.0,1049
451,F,33,6a619d10e88f489eae05ceb9a8f5b178,2016-11-06,54000.0,1481
452,M,63,b65eaba56d124588aed15c484db427a8,2018-07-26,78000.0,854
453,M,77,d3027a3344e443869ffd7b39aa99acc8,2017-08-01,42000.0,1213
454,F,49,c2c72ce6038644c797208046d1e3498a,2017-10-16,57000.0,1137
455,M,53,ca369d4c5c0c4bb996bf78ec0b65775b,2017-01-23,104000.0,1403
456,F,61,5979ee1e3e744c98afd9f72d9be32546,2016-02-28,87000.0,1733
457,M,60,35ad0c309d7743e6bb03025ee6008100,2015-12-15,38000.0,1808
459,F,44,6c0c0bacbe0b455c9c0a4ed0f72eb2f9,2017-09-18,60000.0,1165
460,M,69,7170e85765bb4fd580035c6469620252,2015-06-22,62000.0,1984
461,M,39,30f768e59835437d86743fd5daad69e3,2018-05-24,71000.0,917
462,F,38,8e9cc6311a2e450c9d95f98f1f10c17e,2015-03-26,55000.0,2072
463,F,83,1ccdd48ea41247248269cb0c5805ca12,2017-12-23,99000.0,1069
464,F,63,ec290c4f5c204a4c85f256ee190bd583,2016-01-24,94000.0,1768
465,F,41,b3e4bca407e849568ceec8454336bc24,2015-10-15,41000.0,1869
466,M,54,32e149f18abe4a0a8555707ea9e99749,2017-11-12,39000.0,1110
468,M,41,adeaeb917eac4f4ab806e68981a51703,2018-01-26,55000.0,1035
471,F,56,7f0124b2a6e94e8fba10c4055d8edde3,2017-09-22,69000.0,1161
473,M,50,4fb0ad91097a4e6984f2ba6891274520,2018-01-18,98000.0,1043
474,M,58,4051d8962dfd4b39ab77d39f6440ccb8,2015-11-23,55000.0,1830
475,M,39,25ff4f5d2d354e599980dc5fd3f50021,2017-04-25,61000.0,1311
476,F,60,87cef380122f4b21bd8b60979340eb2b,2017-09-26,55000.0,1157
477,F,60,efeaf350ca114cf685a0e15c482b74fa,2016-09-06,74000.0,1542
478,M,24,d7d78a3fabfc4f53883e5fa624c3d612,2018-07-03,38000.0,877
479,M,48,580282318a424572b41b1ad3516eb976,2016-11-30,57000.0,1457
480,M,50,3c1242f9a15a402a98184fb10cb766b3,2018-03-26,110000.0,976
481,F,41,5db55c030129497396446c4d07e15380,2017-07-30,67000.0,1215
482,M,45,f9396c7c3707431a9ca1407e37260b19,2015-05-04,84000.0,2033
483,M,48,c036caeb35f744da8c3c36ddfa002bf3,2016-07-09,93000.0,1601
484,M,59,86cd0fa338aa4d73a57d55c3801d7f2a,2018-02-01,87000.0,1029
485,M,43,9cc0fab8e4404b9eb8c8837aaf60655b,2018-04-23,45000.0,948
486,F,56,6626b0fcb1f5451b89c2011c9c01e186,2017-10-21,67000.0,1132
487,M,54,17e445a1d599462983560919c20009df,2016-12-06,93000.0,1451
488,F,48,854128de8f934c7ab4c967829fe53711,2018-07-22,47000.0,858
492,M,63,319abe74a62949209cb8a5531f89b3fd,2017-12-26,49000.0,1066
494,M,47,62db888b21974136981082c0b8ec6d64,2017-12-02,35000.0,1090
495,M,52,903101be9bd74ab7b84486358464ad93,2016-08-30,56000.0,1549
496,F,58,ef0dcb0bddc54f3595846a87bd1237ef,2016-09-05,78000.0,1543
497,M,78,5cd3b3a0e5284df1adf8cca2f59ed28f,2015-05-09,39000.0,2028
498,M,43,9c48c9b259b042f2b7cebe52df7fc36b,2014-07-01,40000.0,2340
499,M,68,0a5431e766764fc09ef2e123c930b212,2017-08-06,61000.0,1208
500,M,18,1a17eef552164fa79276342fc46c9364,2015-05-03,48000.0,2034
501,F,39,5eb5877aa40744bdb8b147b60295dd61,2016-09-19,85000.0,1529
502,M,74,3004ddb762fe4b399a1839a648568095,2018-07-21,99000.0,859
503,F,53,dbb7655f713f4c2a8a64dc776356c08b,2017-01-19,98000.0,1407
504,F,61,d5f5fd09f88541658e616b46df7f6576,2015-09-23,67000.0,1891
505,M,23,7be9450df7d045f1b7bf07991a193315,2018-04-28,54000.0,943
506,M,46,10c4dfe0dd3940a4bc00b19c3e750764,2017-11-09,55000.0,1113
507,M,51,f6581b347e914638a6e04e3a5285a31d,2017-08-27,78000.0,1187
508,M,77,3a19b640335a4674859c23ee5354ac99,2018-04-07,86000.0,964
509,F,79,50429444a86a4298a64522417070096b,2017-10-26,91000.0,1127
510,M,41,ab1ceb3bfc0b47f0b24685f94542aa05,2015-05-14,41000.0,2023
511,F,60,cb4a0508e95e41b8a57c59d69a20f06d,2016-02-17,78000.0,1744
512,F,54,f50ee71f3a3c4d169237ae56e44d13c7,2017-11-23,47000.0,1099
513,O,63,01f46a5191424005af436cdf48a5da7c,2015-09-20,89000.0,1894
514,M,73,af15533a5b1a42a98e767fc9103e325c,2018-04-14,76000.0,957
515,M,47,ec5800ee8ae040708487b6473b1fbefc,2018-02-11,77000.0,1019
516,M,84,3db2add6525849fe9232085feda62d60,2016-04-01,82000.0,1700
518,M,20,b6859fb6765f401882193edfe8b76360,2017-09-01,56000.0,1182
519,F,24,c80e5ece0bfc4cec9e2116935adc3958,2015-01-18,35000.0,2139
520,F,58,fcb6487bac7f4427ac8c7f648adfb4e2,2017-03-10,71000.0,1357
521,M,35,35f2d25487e04bf09865c4be7497d184,2017-09-28,40000.0,1155
523,M,57,05ad6da25fcf4ea483562a4233cc345f,2017-08-06,33000.0,1208
524,M,87,93534b7c68e44474a67b2c41fe95ecaa,2015-04-10,55000.0,2057
525,F,86,f7e127d8fc04493385ae51a3b3f6411c,2015-05-06,84000.0,2031
526,F,57,f92d608f58bf40178cc3c9568750c559,2018-01-17,100000.0,1044
527,M,61,b50fd78643e1452386190ae9c8366b56,2017-10-22,112000.0,1131
528,M,25,662f3247f37c4ae7a2abb8f6e266a633,2017-10-21,53000.0,1132
529,M,38,e296bfe8daed4c889800d3765c2d5d75,2015-05-13,31000.0,2024
530,M,94,00bbce6533f44ddeaf4dd32bcab55441,2014-11-28,50000.0,2190
531,M,59,e54b14de96bb4166bf1db3919de76f1b,2015-12-12,61000.0,1811
532,F,49,c75b0d5cf82a494b970d0d6d4445ffa0,2017-12-31,73000.0,1061
533,F,61,40ca4949bc5d4567b2521ce9a1ddd6e8,2016-06-14,72000.0,1626
535,M,31,4acdbe18bbbc467b804ca376ac74e0a1,2017-11-01,64000.0,1121
536,F,75,ae2f9e0ed70f4f3b8667ae2ce7e7e15d,2017-11-02,53000.0,1120
539,M,51,cf93931b28464b4884810c9f504edfe8,2018-04-05,65000.0,966
540,M,68,523e72f640ea4855a1648326440d1368,2017-12-01,74000.0,1091
541,M,86,91e8ec094d0a4e1ba88bf1b346c62762,2018-05-24,71000.0,917
542,F,62,a453d70e85fd493f9584570a3dae58a8,2018-07-07,117000.0,873
543,M,61,c3b7848d96014017ad1272188e170554,2018-06-27,64000.0,883
545,F,63,b8279605177341faa5a65c6587c1db9c,2018-06-27,57000.0,883
546,F,26,fe02a12cef324b44af769a3710e7f8fd,2017-12-04,52000.0,1088
547,F,50,a8f4008479514225845105e0fb4e30ca,2015-11-02,77000.0,1851
549,F,45,0ac4ad9e2a114350a35d4bd48cb92617,2017-06-25,93000.0,1250
550,F,88,2be977c63b8a41ffa2d6138f692cd7b7,2016-02-14,64000.0,1747
551,F,50,1dc38ca39f8440399792bedbf3e4ee84,2017-09-08,92000.0,1175
552,F,65,9aba5058cb4f483da896335a1479a944,2017-09-09,119000.0,1174
554,M,55,5063e15e15b849e9a05c49ab68e9f2d9,2017-07-17,76000.0,1228
555,M,71,7e527b19f70b4aeeb1e99ed78aca1598,2016-04-06,95000.0,1695
556,F,34,8c0d71b9f13b4906a7be84a55cc57e27,2015-09-25,46000.0,1889
557,M,81,696493b9f616411a878d4a9b946e6196,2017-08-25,65000.0,1189
559,F,65,1f3375bf55ad4d6d9fe17395db638f98,2013-08-22,98000.0,2653
562,F,63,54a637c5dd8b429d82815e71d3f4ac26,2018-03-26,62000.0,976
563,M,73,2956c29de4bb442cb1959389dfc541ca,2016-05-27,58000.0,1644
564,F,84,6e87e9e5ecc847849e15939467ac7d4c,2018-01-25,77000.0,1036
566,F,55,6ec36134940f43aeb43cffa2011a6d26,2018-06-13,62000.0,897
567,M,63,d791a7a91a0343c4885594c348211fb2,2017-09-24,70000.0,1159
568,F,24,461e13a14a074077b3ebd7ad0174e02b,2018-04-16,51000.0,955
569,M,36,dbb4766b7dd94ca2b83a855312a3ebe9,2013-07-30,74000.0,2676
570,M,56,0b86e2ad1f2140db8dc4db1b71e1e73a,2016-06-07,69000.0,1633
571,F,65,440244d2fe344c3c99478e7aefc1facd,2017-05-02,119000.0,1304
572,M,75,22617705eec442e0b7b43e5c5f56fb17,2018-06-23,75000.0,887
573,M,71,55d72207fe92480a8cd03bdd46e1fe84,2016-07-20,114000.0,1590
574,M,71,e1581a9a6ff04491bb5342143cd4876d,2017-12-24,118000.0,1068
575,M,61,ae37927ce8524f43b2174b77d89263a3,2017-04-25,39000.0,1311
576,O,73,644ac06dc9b34a5bbd237a465cf47571,2018-03-16,88000.0,986
577,M,19,4c4f170b362f4e539e89251a27cb37cc,2018-03-21,73000.0,981
578,F,64,a200b438d32b4faa98f2b914b1ba7937,2017-07-24,34000.0,1221
579,F,66,70938b2cdda040a4b513a39d9ac381ed,2017-10-20,112000.0,1133
580,M,37,dbb37c0caad54f4a979a8121de79d0a2,2018-02-24,59000.0,1006
581,M,22,e112df4e6aba4ff79790a75e7304cbc5,2016-12-20,49000.0,1437
582,F,54,421260f3c6cf49018be314fa93446ff9,2018-07-19,96000.0,861
583,M,62,e7a9b8f3ac29471ea6c0baf4ae2c97aa,2018-01-05,73000.0,1056
584,F,50,55540073b2be424a9729852465b1b8df,2018-01-06,75000.0,1055
585,F,80,532638c9f8d942a5bb39688d2f8bac20,2017-07-26,87000.0,1219
586,M,55,3ade1139f5ba498087716e9735366da3,2015-09-23,112000.0,1891
587,M,40,4b2a9054c3024ff5be7b0b7196159b62,2017-03-03,50000.0,1364
588,M,43,3cabd0099961416b9810043e7eb0f743,2015-12-18,52000.0,1805
589,M,61,46c1046acb4b4f29840ba3d55ba5682d,2017-02-05,53000.0,1390
590,F,32,bfea1616533f4ca0971407dc5a63b7c7,2017-05-31,43000.0,1275
592,F,68,1cf78b092c964dbbaf4fc82cbaed6c54,2017-09-03,32000.0,1180
593,F,66,b30df99d6d0a4544a7d8f2beb79f7a68,2017-08-21,104000.0,1193
594,M,36,490b282bfc3945df8ac3bbe54dd400fe,2017-12-26,35000.0,1066
595,M,38,c0c3517fdf1b41ceac16d5432c7a4aa5,2017-10-19,60000.0,1134
596,F,80,c35b03c286fa44bea8a1739558a87d3f,2015-07-28,54000.0,1948
597,F,82,8edaf0e1d7e44db4a81f2c3acec22665,2018-01-23,68000.0,1038
598,M,45,3446d272fcef4bd28e88300d1163840a,2015-10-27,74000.0,1857
599,M,89,3a81d2ae9b694b308874cff5e4505290,2017-10-26,63000.0,1127
600,F,45,431c4c38270f43aba599470ac6ec0e7a,2017-12-07,94000.0,1085
601,M,59,131d42c477cf4ea9a4823922d1f3f831,2018-04-05,35000.0,966
602,M,22,d69bf082f38d48af93839c66b66375dc,2018-03-22,44000.0,980
603,F,67,de938b5f2be14afe96fbf02398907c2c,2017-07-14,50000.0,1231
604,F,30,03374e3f14564b36a7138154ed8c194a,2016-12-05,41000.0,1452
606,M,56,c9fe2208e4da432898d61a0340743613,2018-04-02,88000.0,969
607,F,53,11d7a9296e35432f8a34b21e337529fb,2016-01-14,100000.0,1778
610,M,32,af44c9f11887442aabb07c86e31be442,2016-10-28,58000.0,1490
611,F,51,d72d201be5794279aa716d8ad82b8d90,2016-02-23,73000.0,1738
612,F,38,f707d8ac81e84b6a82d6ef640ca4a22c,2017-12-25,66000.0,1067
613,F,52,6cabe7c6741e4f0eb048ca7db74aadc3,2014-01-13,45000.0,2509
615,M,55,d0ca8c271d754b7b9c565443d676d61f,2016-09-08,68000.0,1540
616,M,81,25d13cfaeaa94d1e9c72eac919a40e64,2017-10-09,41000.0,1144
617,M,55,7ab94387072343aabaa1ffc5c1048d9e,2017-11-03,78000.0,1119
618,F,51,bd7528c4abbe4c4db28fa0b6a20e2c4c,2014-02-02,67000.0,2489
620,F,71,0caa5fbb22264d78a9608ce3761761e7,2015-09-04,74000.0,1910
621,M,45,59f3d232e63e4963a3855130683f38ce,2016-03-03,84000.0,1729
624,M,49,094630a89b2e45129af4384494385492,2015-10-16,71000.0,1868
625,M,62,111b40bd65784e179b2e7ba13c481ca2,2017-09-20,48000.0,1163
626,F,65,4324b549f593457696d336c2925ee12f,2015-10-16,99000.0,1868
628,F,50,c224c3eb8ca34ea0b5c5f2981cb4085f,2018-01-09,63000.0,1052
629,F,20,79aa711ee90c4297b1c6cb6f7d40421a,2018-02-03,60000.0,1027
630,F,49,993f1b479403428d9a7af63109cd7d94,2018-04-30,31000.0,941
631,M,55,40b18766e22647e3ac27f7ae7c4844d5,2017-09-24,83000.0,1159
632,M,58,013094309e1b49e095c098df412d125d,2014-10-24,54000.0,2225
634,F,95,5638a1d0d55a4556a64a87118fdfe695,2017-09-13,64000.0,1170
635,F,83,8bf702aaba5244bfaa580aca1189922b,2018-01-12,99000.0,1049
636,F,56,0f792a0ea8cb4a6c86cf52c055f1510f,2016-02-14,70000.0,1747
637,M,66,f4c75d8d43054e86993529f63ca54f00,2017-05-23,54000.0,1283
638,M,87,797b15c1a31f4de39696400b7f768567,2017-08-08,74000.0,1206
640,M,55,54658f58643948239b5f782535922002,2016-08-26,89000.0,1553
641,F,52,6dae9375dafb4329b4d69ebbd04fdca7,2017-08-01,114000.0,1213
642,F,59,309e6ef35e8746ec9031a781304bd5cd,2016-12-26,83000.0,1431
643,F,59,20260caf2ea641a882c2127ed2073a4e,2016-05-15,51000.0,1656
644,F,49,026876bc8c6a4e0c8e330342c92cc844,2017-11-28,74000.0,1094
645,F,62,89cf536cbae74755a29d55a89ed175b9,2014-04-04,46000.0,2428
646,F,56,e58ffa65111b459c9d6d98b0e137d4b7,2015-08-26,80000.0,1919
647,F,51,5a89bd9fa2374a81bba2373dee6ffbc9,2017-04-01,97000.0,1335
648,F,47,21eef0356f42406c9e70c5e1c03ab378,2014-06-08,62000.0,2363
649,M,38,bc351f17150242ccb1f083309179951f,2016-04-13,96000.0,1688
650,M,43,aada49f7ba684e51a630dbf5d2a12b6c,2018-07-09,44000.0,871
651,M,43,acd7dc8df1384ba8bf49dd10a028378b,2016-10-21,72000.0,1497
652,M,49,1ff988aa1d75494292e08eeb2069af18,2015-11-06,84000.0,1847
653,F,36,c382ccba648a45b0bb55f3465df838aa,2017-09-25,57000.0,1158
654,F,45,93c230e2ff31416c9fc190cd560f8653,2016-11-24,58000.0,1463
656,M,53,d41fa9b8c2e24a1d94caa890c53bbcf6,2018-06-09,95000.0,901
657,M,43,99f82310db3242c593d47b848ce581bb,2017-08-06,60000.0,1208
659,F,18,c1e96618c1e74fd192f8a5bb29b014f3,2017-06-19,67000.0,1256
660,M,40,f0eafd499d9c42a991e89d34a0eec489,2016-06-02,41000.0,1638
661,F,83,efb2c8c6351b423b97bc5508ba62dfde,2017-03-21,114000.0,1346
662,M,49,e25ba3813b224ea894e9d5bdd9f1bd64,2018-01-23,65000.0,1038
663,F,51,a187f250fe72405788e7fcf0c20b8e09,2017-03-23,106000.0,1344
664,M,25,a2ac56c8f36448a982009510d0447891,2018-03-29,55000.0,973
665,M,71,5cf0e01dffc14e419fe6110ead56c509,2018-01-05,55000.0,1056
666,M,58,db3eae5286d940d089eb5a72ea4d2be6,2017-09-17,71000.0,1166
667,M,53,0fb53c5429d54a50a82803a7e1f03f25,2014-07-12,36000.0,2329
668,F,83,24f1885ca61046c4b86b19858d3ae911,2017-06-15,93000.0,1260
669,M,46,2277f0026d4546969e5a564354d3664c,2016-03-15,56000.0,1717
670,F,69,9ab83b0a9fe74e4ead33c741bcc4c2ea,2017-02-25,97000.0,1370
671,M,51,c06cbc22ae8d4ce39d8c2cdee4272ace,2017-08-02,73000.0,1212
672,M,61,ad80753fc9e0485c9e6b1cc9478d827f,2018-02-24,68000.0,1006
673,F,81,648bf85977494f6592d776c42896c3bf,2017-08-04,101000.0,1210
674,M,60,b527eab600344530991f159dffc3ac53,2018-02-02,41000.0,1028
675,M,48,f5de20984950433d9c206f7c42477342,2015-09-10,75000.0,1904
676,F,48,5647967694bb4af49ea07dd2dc835ea8,2015-09-23,87000.0,1891
677,M,73,af74271eb39449619fd3bc60e7b0bce4,2014-01-24,63000.0,2498
678,F,41,3915674b75774fd8a5dccf50bc871d60,2018-02-11,89000.0,1019
679,F,39,614061b6bc56480f99271dd3b3402a69,2016-04-02,77000.0,1699
680,M,31,ddd92ad1b92f4a79be14e1067731a87d,2017-10-08,56000.0,1145
681,M,38,2ad9a1463cca40ed994e2a0dde0ffb08,2017-12-15,61000.0,1077
682,F,46,80df0308856f4207be404ae750b73399,2017-09-11,36000.0,1172
683,M,87,cbe1a04c53d9467eb6afaf7e96cf8124,2014-11-13,72000.0,2205
684,F,53,05beec1cbeb8481d9bfb5844343ba374,2015-12-14,83000.0,1809
686,F,93,c1e4888e931740838f7ef3bbd04a114c,2013-10-25,48000.0,2589
687,M,42,1f72799b1a53458f9615837f6c7eaddd,2015-08-25,41000.0,1920
688,M,54,b728608c644a45f4a280139048dd7c14,2015-10-26,79000.0,1858
689,M,47,70f115dc7bf84a2ca3b1481639590f2b,2018-07-26,53000.0,854
690,M,75,78de990355734b7285eb503c012b4703,2017-12-03,109000.0,1089
691,F,79,0cc13b3094c7473aa4fd1a6b35d25652,2018-04-10,61000.0,961
692,F,36,faa6311660b24390bf14c3d52db6afeb,2017-10-10,64000.0,1143
693,M,30,9c723149d24b4e4792182c8f7c0da6c3,2017-04-09,43000.0,1327
694,M,34,c92ad69c3da742279ca04720545955e0,2013-11-16,50000.0,2567
695,F,39,d7c7866cc48b4ec38714c2979d31c979,2016-01-19,78000.0,1773
696,F,52,352ccf90feeb4c92a54834c7ad2b66bf,2016-05-23,87000.0,1648
697,M,43,a2acc24642b34dbca491bb3c5ba2b2ec,2016-04-16,34000.0,1685
698,M,75,6d8a45614bea44658e131c8d66b21cf8,2018-06-24,38000.0,886
699,M,47,5de2b57a16f64cc187415744b93d9ff6,2017-09-17,40000.0,1166
700,F,60,a4cd8d3f09a44dd09960e7e96df805a5,2018-04-20,117000.0,951
701,M,31,4c2a9b684dde4658b71073d1432fac91,2018-01-23,43000.0,1038
702,M,70,825af41b833a4bcfb41a5a11005dbb48,2018-03-04,35000.0,998
703,F,49,9da3f2339b244229a8337572e982b189,2018-01-09,36000.0,1052
704,M,48,c87e041cfaac44f9a2e3b4791b915ee6,2017-08-16,56000.0,1198
705,M,37,0b265c689a2b406095d5aec5b33bded9,2017-12-19,36000.0,1073
707,F,67,73ffefd41e9a4ca3ab26b2b3697c6eb7,2015-09-29,67000.0,1885
708,M,48,42b57a678bda41d88dd6adfa2e5f8d5d,2015-07-19,65000.0,1957
709,M,69,67dbaaa6f68a4c029eec9a4d51b6ba5a,2015-09-20,38000.0,1894
710,M,66,083145b8b0004b21bd4433134747c6b2,2017-12-19,32000.0,1073
711,M,38,c0c8ab46c7714a2da817a69fea4ed043,2017-09-12,56000.0,1171
712,F,59,3e621194f72e40d7a0b695ee9b7c38b7,2017-08-16,90000.0,1198
713,M,43,47eb14d1e8514ffe89fa66e5ee351404,2018-04-10,65000.0,961
714,M,43,1f5c961416e64c5d88098b02b1bdf246,2014-01-28,41000.0,2494
715,F,68,4c4ef31a68624cbbb92d813c24b1aef8,2017-04-21,108000.0,1315
716,M,60,050a57f4d675402ba1a06c8c49a4a200,2018-04-24,45000.0,947
717,M,53,142a2b3df84841599071107326368f2b,2015-09-25,39000.0,1889
718,M,34,d7f4a8625e8341aca78542f792c0016c,2018-02-16,50000.0,1014
719,M,77,b9a7de55d4bd43f49a0865edf14ee23a,2018-03-22,64000.0,980
720,F,88,f6fd0096e1c94e70bab82c03cf88e88e,2017-05-11,73000.0,1295
722,F,62,3176a9b487b94539a391a3bbea9f08ab,2018-06-25,88000.0,885
723,M,63,3992a086bf2646ddae7821ed3e9424a3,2014-07-31,86000.0,2310
724,M,70,d34af41fdf2a4ca2a68dc6991d5a8059,2017-11-12,99000.0,1110
725,M,38,bed9fd6cebd64367a9198990c097477f,2018-04-03,33000.0,968
726,F,44,9f2bbc9d8b65448aab330a6059292679,2018-02-17,39000.0,1013
727,F,40,a1c72a010c5746f28251ae4267816025,2018-03-06,50000.0,996
728,M,51,b925f853e90442d99f203e12e899999b,2018-03-28,99000.0,974
730,F,72,15ab73bf4cc4467db865911592678b38,2013-08-14,60000.0,2661
731,M,22,91980427ebe04cd7be18426320375cc5,2017-09-04,45000.0,1179
733,M,72,b28132faa6754c4590adcbd47e7a2004,2017-08-19,49000.0,1195
734,M,70,69743d51492d4173b0e054fd5d8f943c,2017-09-03,37000.0,1180
736,M,23,0c0af42e1e804ded94eb5d73dfffbb6f,2014-07-19,65000.0,2322
737,M,38,7f872e820d574862bfb79fdb3b2da602,2018-07-18,75000.0,862
738,F,71,9675cdd10b144aff8be41a7eea5e9670,2015-10-17,67000.0,1867
739,M,50,7c8479d8241344f6a0c306621e191c75,2013-09-27,51000.0,2617
740,M,72,92a01881553f458daa00d6b726dc78d3,2014-12-04,35000.0,2184
741,M,43,0eca500cc9b449f2a134bcd37990d539,2018-03-27,31000.0,975
742,M,63,e55697970b294efcb25d592a7b1d96a8,2016-05-10,70000.0,1661
743,M,73,3a94b435ee0647ceb716a182fdf82c7b,2018-06-10,46000.0,900
744,M,53,c12a3fe9d35142e8b35e88ae235cca54,2015-12-27,57000.0,1796
745,F,37,088debab4050432abc4817f192abc702,2018-05-07,57000.0,934
747,M,45,26a94cd349bc4367a5d43e7ae4de3355,2014-10-29,44000.0,2220
748,M,59,355ab404fc63416cbb0692b7ab9d51b6,2018-07-02,61000.0,878
749,M,74,28e0ef07b9ac4d4cb26c9182979c1069,2016-09-24,51000.0,1524
750,M,18,d62cf96d9f19459e8ddb11720f1fa78c,2016-10-31,36000.0,1487
751,F,94,56163abfe5a848debe17c970e7f0c2d1,2016-11-30,84000.0,1457
752,M,38,f5eea282dcf84ee493a914f9b2a21a09,2016-02-07,33000.0,1754
753,F,67,2f19dfa70eef432380ec50165be2f884,2016-09-12,50000.0,1536
754,F,46,5508e87b5a874f5fb73492a7e3e25309,2015-12-29,36000.0,1794
755,M,82,742a238ad3ae45ddb0b8c09f13c7fd43,2017-12-20,41000.0,1072
756,M,37,9fb2081cc2eb4cb9bfb7265dca9a7879,2018-07-05,36000.0,875
