,gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days
72,F,62,ffc6c9fbe34b4578911dcdf6745b4c74,2018-04-10,57000.0,961,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,8.8,182.4,0.0,13.0,0.67,0.0,0.0,0.0
73,M,64,cbebad9819494b479dbf0c1207b4c0c5,2017-03-05,70000.0,1362,4.0,4.0,4.0,9.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,140.34,11.75,192.0,20.0,20.0,1.0,1.0,15.59,0.006607929515418502
74,F,89,4264b1d027cc493281bba4f44bfedaca,2017-11-14,87000.0,1108,4.0,4.0,3.0,9.0,4.0,2.0,3.0,4.0,0.0,4.0,4.0,2.0,3.0,4.0,0.0,4.0,0.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,248.62999999999997,10.181818181818182,181.0909090909091,13.0,13.0,0.75,1.0,27.63,0.008122743682310469
75,M,73,0ba6e2ad781c4429afd26cf0b35f2d11,2018-04-01,51000.0,970,1.0,5.0,4.0,9.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,4.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,23.43,7.0,148.8,2.0,17.0,0.8,0.2,2.6,0.009278350515463918
76,F,50,b5abc1e85be84f43937b4fca0ad238cb,2017-05-06,93000.0,1300,4.0,5.0,5.0,12.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,297.29,6.214285714285714,144.0,13.0,13.0,1.0,0.8,24.77,0.009230769230769232
77,F,90,1c587de019994f93a242c6864fd7bc55,2015-12-10,98000.0,1813,1.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,80.03,10.0,164.0,10.0,25.0,0.25,0.25,26.68,0.001654715940430226
78,F,68,3f4e408b0b2d4ea89dd16d7437d867c1,2016-07-31,84000.0,1579,1.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.04,11.666666666666666,180.0,2.0,22.0,0.0,0.2,17.02,0.001266624445851805
79,M,60,13bda8fbd70a4814b956df1d55320398,2017-02-06,64000.0,1389,1.0,3.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,44.13999999999999,4.166666666666667,132.0,5.0,10.0,0.67,0.333,3.68,0.008639308855291577
80,M,45,b19c8e7ac2ff40ae92b4fcf3247f8912,2017-08-15,54000.0,1199,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,11.51,10.0,174.0,0.0,27.0,0.6,0.0,1.92,0.0050041701417848205
81,M,66,21c73d53e2a74bb1b4dc172bff2b1aad,2016-01-24,49000.0,1768,5.0,6.0,5.0,18.0,5.0,4.0,5.0,5.0,2.0,3.0,6.0,4.0,6.0,6.0,2.0,3.0,1.0,5.0,4.0,5.0,5.0,2.0,2.0,1.0,200.93,6.6875,141.0,23.0,23.0,0.83,0.833,11.16,0.010180995475113122
82,F,19,1abeb816d9fa49b4b5b5ae51bc3d24c3,2016-10-15,73000.0,1503,2.0,5.0,3.0,11.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,202.75,8.5,204.0,7.0,14.0,0.6,0.4,18.43,0.007318695941450432
83,F,66,92e07c49ee7448fca6e48df0c96e3eec,2018-02-16,58000.0,1014,3.0,5.0,4.0,10.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,2.0,5.0,4.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,163.53000000000003,5.5,150.0,18.0,18.0,0.8,0.6,16.35,0.009861932938856016
84,F,72,f8aedd0cbea0419c806842b4265b82e5,2016-08-11,72000.0,1568,6.0,6.0,5.0,12.0,6.0,6.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,4.0,2.0,0.0,5.0,5.0,5.0,4.0,3.0,2.0,0.0,201.92000000000002,8.588235294117647,163.76470588235293,40.0,40.0,0.83,1.0,16.83,0.007653061224489796
85,M,76,a9780228a1d04539afdee8b745e4be10,2016-04-07,63000.0,1694,4.0,5.0,5.0,13.0,4.0,3.0,3.0,4.0,1.0,3.0,5.0,3.0,4.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,5.0,1.0,3.0,1.0,224.76,9.642857142857142,193.71428571428572,14.0,14.0,1.0,0.8,17.29,0.007674144037780401
86,M,52,94f14dcfedba47e18b7efca13dd7574b,2017-05-15,78000.0,1291,4.0,5.0,3.0,6.0,4.0,3.0,4.0,3.0,3.0,1.0,5.0,3.0,5.0,4.0,3.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,117.91999999999999,10.0,144.0,32.0,34.0,0.6,0.8,19.65,0.004647560030983733
87,M,55,8a4bc602e4424ab6b16f0b907f2f22af,2017-12-10,31000.0,1082,1.0,4.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,30.729999999999997,7.142857142857143,144.0,5.0,25.0,0.5,0.25,6.15,0.0046210720887245845
88,F,39,6d28f18e91324d358d69d1e4b01f1ace,2017-09-19,60000.0,1164,3.0,4.0,4.0,12.0,3.0,2.0,3.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,1.0,1.0,705.5,6.818181818181818,124.36363636363636,17.0,17.0,1.0,0.75,58.79,0.010309278350515464
89,F,45,52f0bd64403f4958ab8fe9a6947c13c3,2016-01-26,44000.0,1766,5.0,6.0,2.0,16.0,5.0,3.0,5.0,5.0,3.0,2.0,6.0,3.0,6.0,6.0,4.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,163.70999999999998,8.846153846153847,166.15384615384616,29.0,34.0,0.33,0.833,10.23,0.009060022650056626
90,F,57,93e67942586e43fb87d5ffb1ead8db41,2017-07-04,114000.0,1241,5.0,6.0,5.0,8.0,5.0,5.0,5.0,4.0,4.0,1.0,6.0,5.0,6.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,1.0,0.0,184.82,7.5,150.0,32.0,32.0,0.83,0.833,23.1,0.0064464141821112
91,M,74,e641af076cc54529bec6ab61fc25f4a6,2018-07-12,48000.0,868,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,6.86,6.0,168.0,0.0,11.0,0.33,0.0,2.29,0.0034562211981566822
92,M,18,716a961d2afb4c1d8307522a8cbb4f07,2016-07-27,47000.0,1583,5.0,6.0,4.0,22.0,5.0,4.0,5.0,5.0,1.0,4.0,6.0,5.0,6.0,5.0,2.0,4.0,0.0,4.0,4.0,4.0,4.0,1.0,3.0,0.0,275.61,8.8,172.8,20.0,30.0,0.67,0.833,12.53,0.013897662665824383
93,M,53,13033baa9d294c3c9165a00d71b72614,2017-09-27,96000.0,1156,4.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,0.0,5.0,4.0,5.0,4.0,2.0,3.0,0.0,138.84,7.642857142857143,157.71428571428572,13.0,23.0,1.0,0.8,27.77,0.004325259515570935
94,F,59,15953663abf54181adf1fd4c39442b85,2017-09-10,98000.0,1173,3.0,3.0,1.0,4.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,112.04,10.0,168.0,6.0,6.0,0.33,1.0,28.01,0.0034100596760443308
95,M,57,0ac5ffb0f1624297a453494b845e1a91,2014-11-04,46000.0,2214,1.0,4.0,3.0,10.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,2.0,34.22,5.0,138.0,2.0,12.0,0.75,0.25,3.42,0.004516711833785004
96,F,51,1a353048b0884fc5a0afa27677ef1e80,2017-08-13,56000.0,1201,2.0,5.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,2.0,0.0,2.0,2.0,40.94,4.090909090909091,133.0909090909091,8.0,11.0,0.8,0.4,5.85,0.005828476269775187
97,F,64,2cf5895bddf9467e878c6d51a622d5fb,2017-10-20,37000.0,1133,3.0,5.0,5.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,0.0,5.0,4.0,5.0,4.0,4.0,1.0,0.0,51.37000000000001,7.6923076923076925,166.15384615384616,12.0,32.0,1.0,0.6,7.34,0.00617828773168579
98,M,71,6747dda08bed46298c23e05b64820a3a,2017-01-29,57000.0,1397,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,30.14,5.714285714285714,130.28571428571428,0.0,15.0,0.75,0.0,2.51,0.008589835361488905
99,F,64,f35b342b24734da18a830bb9329a4fbd,2017-04-21,66000.0,1315,2.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,50.349999999999994,8.0,139.2,12.0,22.0,1.0,0.5,12.59,0.003041825095057034
100,M,83,4c29d22467af4d7faa137c4eedd65340,2018-01-27,46000.0,1034,0.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,16.77,5.4,129.6,0.0,23.0,1.0,0.0,3.35,0.004835589941972921
101,M,26,e997a086fc13446da2aa9070d98d191a,2017-12-11,71000.0,1081,0.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,13.799999999999999,6.125,144.0,0.0,20.0,0.6,0.0,3.45,0.0037002775208140612
102,F,29,17af917bb842480e925e49a8ca08c1f8,2018-03-21,58000.0,981,1.0,5.0,5.0,12.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,5.0,5.0,5.0,3.0,1.0,3.0,1.0,30.479999999999997,6.818181818181818,163.63636363636363,3.0,18.0,1.0,0.2,2.54,0.012232415902140673
103,M,43,bf8d7498eb32431ab3fedaa14b7d3a0d,2017-09-15,70000.0,1168,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.03,7.714285714285714,164.57142857142858,0.0,18.0,0.75,0.0,2.03,0.0008561643835616438
104,F,89,3dae0eadb47149b0b9b548d14548524b,2018-01-14,65000.0,1047,3.0,4.0,4.0,7.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,3.0,4.0,2.0,1.0,2.0,1.0,124.82000000000001,8.181818181818182,170.1818181818182,14.0,14.0,1.0,0.75,17.83,0.0066857688634192934
105,F,49,5404741ead9442bdbd4b9aa2273e85af,2018-05-18,79000.0,923,2.0,5.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,5.0,2.0,4.0,5.0,2.0,2.0,1.0,24.93,8.0,160.0,8.0,23.0,1.0,0.4,12.46,0.0021668472372697724
106,M,79,81e9ad5fa55a4884b65e01a5db8f1b4e,2016-06-27,67000.0,1613,3.0,4.0,3.0,18.0,3.0,3.0,3.0,1.0,3.0,0.0,4.0,3.0,4.0,2.0,3.0,0.0,1.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,317.03000000000003,7.5,146.4,25.0,25.0,0.75,0.75,17.61,0.011159330440173589
107,F,55,b2f1cd155b864803ad8334cdf13c4bd2,2017-10-16,94000.0,1137,3.0,5.0,5.0,8.0,3.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,5.0,4.0,5.0,3.0,1.0,2.0,2.0,195.35000000000002,6.230769230769231,158.76923076923077,15.0,15.0,1.0,0.6,24.42,0.007036059806508356
108,M,55,37a97f6e09784a07bbb67bc6539f1a00,2017-12-03,66000.0,1089,2.0,5.0,3.0,19.0,2.0,2.0,2.0,0.0,2.0,0.0,5.0,2.0,5.0,3.0,2.0,0.0,3.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,272.23,6.0,139.2,20.0,20.0,0.6,0.4,14.33,0.017447199265381085
109,M,45,77927096ab4144fa930b4cadd4773cc2,2017-10-07,31000.0,1146,0.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,16.459999999999997,7.142857142857143,123.42857142857143,0.0,20.0,0.75,0.0,3.29,0.004363001745200698
110,M,52,acbc358a8bf44ba88d0de1f2bec5b2ab,2018-01-30,30000.0,1031,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,9.8,6.666666666666667,136.0,0.0,15.0,0.5,0.0,1.96,0.004849660523763337
111,M,39,8ca29d07b300474786a6016fe76174dd,2016-04-04,55000.0,1697,4.0,4.0,3.0,9.0,4.0,3.0,4.0,4.0,4.0,0.0,4.0,3.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,156.54,7.7272727272727275,128.72727272727272,30.0,30.0,0.75,1.0,17.39,0.005303476723629935
112,M,77,88baa20c29a94178a43a7d68e5f039d4,2018-07-02,69000.0,878,1.0,4.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,60.25,8.571428571428571,133.71428571428572,5.0,15.0,0.5,0.25,20.08,0.003416856492027335
113,M,66,a2bd377c7ab74d93bbfd87f70043a9f8,2018-07-09,60000.0,871,2.0,5.0,3.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,3.0,5.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,30.9,6.1,148.8,8.0,20.0,0.6,0.4,5.15,0.006888633754305396
114,F,69,23f9e3baf42b43148fee9bbbc3530c7a,2017-09-27,87000.0,1156,2.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,4.0,2.0,3.0,4.0,3.0,1.0,0.0,53.21,8.0,158.4,10.0,20.0,1.0,0.5,26.6,0.0017301038062283738
115,M,74,8486e692a5f94d179d507eaca848ecbd,2014-08-20,53000.0,2290,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,55.13,10.0,211.2,2.0,12.0,1.0,0.5,13.78,0.0017467248908296944
116,F,75,49f22e86d2db41878778d70958dc744e,2018-07-12,87000.0,868,4.0,5.0,5.0,5.0,4.0,2.0,3.0,4.0,0.0,4.0,5.0,3.0,4.0,5.0,1.0,4.0,0.0,5.0,3.0,4.0,5.0,1.0,4.0,0.0,114.70000000000002,10.785714285714286,192.0,12.0,17.0,1.0,0.8,22.94,0.00576036866359447
117,F,59,28de174a5c854dd1be3187dc6edae45b,2015-09-09,85000.0,1905,4.0,6.0,5.0,7.0,4.0,3.0,4.0,4.0,1.0,3.0,6.0,4.0,6.0,5.0,1.0,4.0,1.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,193.10000000000002,7.066666666666666,160.0,12.0,14.0,0.83,0.667,27.59,0.003674540682414698
118,M,47,a1eb338ccbca4cc88c9366939f16d819,2013-12-30,66000.0,2523,2.0,3.0,3.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,74.17,7.5,150.0,12.0,12.0,1.0,0.667,14.83,0.0019817677368212444
119,M,20,220a39cdfd6b41268c43a2e588fcb7e0,2018-05-28,69000.0,913,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.87,8.166666666666666,164.0,0.0,18.0,0.5,0.0,0.87,0.001095290251916758
120,M,60,0c89378f14804b42b6e63e4dc26e8d3e,2017-04-26,108000.0,1310,2.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,1.0,127.28,5.9,170.4,7.0,10.0,1.0,0.5,31.82,0.0030534351145038168
121,M,65,464d2302b99b46ad8eb3e42e1b849c24,2018-03-15,61000.0,987,2.0,5.0,2.0,6.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,3.0,5.0,5.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,24.0,6.444444444444445,176.0,5.0,8.0,0.4,0.4,4.0,0.0060790273556231
122,M,33,3f36bc1d5fc0499b9f96f62348f0f9b0,2015-04-21,43000.0,2046,1.0,4.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,19.78,13.333333333333334,228.0,2.0,14.0,0.25,0.25,2.47,0.0039100684261974585
123,F,39,fe97aa22dd3e48c8b143116a8403dd52,2017-12-17,67000.0,1075,1.0,5.0,5.0,11.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,2.0,5.0,4.0,0.0,1.0,4.0,5.0,2.0,5.0,4.0,0.0,1.0,4.0,562.7699999999999,2.727272727272727,130.9090909090909,2.0,2.0,1.0,0.2,51.16,0.010232558139534883
124,M,49,dbca75f289544e09836322ba2e104854,2018-06-02,59000.0,908,1.0,3.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,38.260000000000005,5.833333333333333,132.0,5.0,7.0,0.67,0.333,6.38,0.006607929515418502
125,M,68,c863af14b3654499b1caea5e640136d2,2018-02-07,58000.0,1023,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,5.0,4.0,4.0,3.0,1.0,3.0,1.0,17.19,9.4,177.6,0.0,20.0,1.0,0.0,8.6,0.0019550342130987292
126,M,42,d7dc31e069124ef49e1bb937cb89f41c,2017-02-09,80000.0,1386,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,53.74000000000001,4.285714285714286,99.42857142857143,10.0,10.0,1.0,0.333,17.91,0.0021645021645021645
127,M,72,1827da57bb924833a6f73c79b5f2bbc5,2018-06-01,33000.0,909,0.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,5.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,8.14,9.444444444444445,170.66666666666666,0.0,29.0,0.5,0.0,1.63,0.005500550055005501
128,F,18,721eb06ac285463aa6e1184e0ea9b7f0,2017-05-24,49000.0,1282,2.0,5.0,3.0,10.0,2.0,2.0,2.0,2.0,0.0,2.0,5.0,2.0,4.0,5.0,1.0,4.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,30.47,8.2,175.2,6.0,18.0,0.6,0.4,3.05,0.0078003120124804995
129,F,32,d594b1f288674594a02c8527e5837ade,2018-06-28,42000.0,882,2.0,2.0,1.0,7.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,71.19,5.0,139.2,10.0,10.0,0.5,1.0,10.17,0.007936507936507936
130,M,67,0f54094029ca4107bfd36203aeb3ed14,2017-08-28,50000.0,1186,1.0,5.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,5.0,4.0,1.0,2.0,2.0,5.0,3.0,5.0,4.0,1.0,2.0,2.0,33.07,5.545454545454546,128.72727272727272,3.0,15.0,1.0,0.2,11.02,0.002529510961214165
131,M,52,5f18c5754dc04baaa1267c823f877a85,2018-07-04,42000.0,876,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,4.0,0.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,5.4,10.571428571428571,171.42857142857142,0.0,18.0,0.4,0.0,1.8,0.003424657534246575
132,M,38,d8567f1400d8486cb31c6abba64389ec,2017-10-19,64000.0,1134,3.0,3.0,2.0,9.0,3.0,2.0,3.0,1.0,3.0,0.0,3.0,2.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,150.94,8.75,168.0,25.0,25.0,0.67,1.0,16.77,0.007936507936507936
133,F,60,30fae86966114f6e83c3043b22b6b7c4,2018-03-16,77000.0,986,5.0,6.0,5.0,5.0,5.0,4.0,5.0,4.0,1.0,4.0,6.0,5.0,6.0,5.0,2.0,4.0,0.0,5.0,5.0,5.0,4.0,2.0,3.0,0.0,106.91,9.4375,189.0,19.0,29.0,0.83,0.833,21.38,0.005070993914807302
134,F,62,fd700397b7c8440baa70d5539926c5a0,2017-12-22,77000.0,1070,2.0,5.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,5.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,33.46,7.0,151.2,15.0,22.0,0.6,0.4,16.73,0.001869158878504673
135,F,55,4293153650e04742b310ac06cd3810e9,2018-07-08,51000.0,872,1.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,1.0,3.0,3.0,1.0,2.0,1.0,25.9,8.333333333333334,162.66666666666666,5.0,12.0,1.0,0.25,12.95,0.0022935779816513763
136,M,22,2ce2e03319c7446ca9c379b4589da19b,2018-04-28,63000.0,943,0.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,1.0,1.0,19.799999999999997,7.0,144.0,0.0,27.0,1.0,0.0,3.3,0.006362672322375398
137,M,34,4d15a2a5ac134c58971b910b859bec24,2017-12-06,41000.0,1086,3.0,4.0,2.0,11.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,1.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,118.41,11.11111111111111,184.0,14.0,19.0,0.5,0.75,10.76,0.010128913443830571
138,M,46,127cd9d95e6247e5b92bff64d6205a94,2014-12-14,60000.0,2174,3.0,5.0,4.0,26.0,3.0,2.0,3.0,3.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,1.0,0.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,105.57999999999998,7.083333333333333,166.0,12.0,27.0,0.8,0.6,4.06,0.011959521619135235
139,M,85,4e233f02eff840c7a3e5ec15d55d7d23,2018-07-26,67000.0,854,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,22.18,10.166666666666666,204.0,3.0,10.0,0.67,0.333,4.44,0.00585480093676815
140,F,51,3ecb372184104ff7bad0f0f60cb56e29,2017-03-16,85000.0,1351,3.0,5.0,3.0,8.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,1.0,2.0,180.0,6.454545454545454,150.54545454545453,13.0,13.0,0.6,0.6,22.5,0.005921539600296077
141,F,53,8a37057f57c4495fb98dfcc8b909b09f,2016-04-27,85000.0,1674,4.0,5.0,4.0,8.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,177.09,8.846153846153847,180.92307692307693,22.0,22.0,0.8,0.8,22.14,0.0047789725209080045
142,M,51,11da2f066d3943699d10b61fd276fd1a,2016-08-10,92000.0,1569,5.0,5.0,5.0,15.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,4.0,4.0,5.0,2.0,3.0,0.0,5.0,4.0,4.0,5.0,2.0,3.0,0.0,330.9200000000001,10.0,192.0,19.0,19.0,1.0,1.0,22.06,0.009560229445506692
143,M,48,21b02228cd4441b49bf0b5ff046f4b75,2015-06-01,44000.0,2005,2.0,5.0,4.0,18.0,2.0,1.0,2.0,2.0,0.0,2.0,5.0,3.0,4.0,4.0,2.0,3.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,58.18,10.090909090909092,165.8181818181818,5.0,30.0,0.8,0.4,3.23,0.008977556109725686
144,M,52,629fc02d56414d91bca360decdfa9288,2018-06-05,72000.0,905,3.0,6.0,6.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,6.0,2.0,4.0,4.0,1.0,3.0,2.0,6.0,2.0,4.0,4.0,1.0,3.0,2.0,66.05,9.666666666666666,166.4,12.0,17.0,1.0,0.5,22.02,0.0033149171270718232
