gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days,weeks_as_member,avg transaction count by membership time,customer_type,customer type
F,51,1a353048b0884fc5a0afa27677ef1e80,2017-08-13,56000,1201,2,5,4,7,2,1,2,2,1,1,5,4,5,3,1,2,2,4,4,4,2,0,2,2,40.94,4.090909091,133.0909091,8,11,0.8,0.4,5.85,0.00582847627,50.42857143,0.1388101983,active,passive
F,64,2cf5895bddf9467e878c6d51a622d5fb,2017-10-20,37000,1133,3,5,5,7,3,2,3,3,2,1,5,4,5,4,4,1,0,5,4,5,4,4,1,0,51.37,7.692307692,166.1538462,12,32,1,0.6,7.34,0.006178287732,40.71428571,0.1719298246,active,passive
M,71,6747dda08bed46298c23e05b64820a3a,2017-01-29,57000,1397,0,4,3,12,0,0,0,0,0,0,4,2,3,4,2,1,1,3,2,3,3,2,0,1,30.14,5.714285714,130.2857143,0,15,0.75,0,2.51,0.008589835361,78.42857143,0.1530054645,passive,passive
F,64,f35b342b24734da18a830bb9329a4fbd,2017-04-21,66000,1315,2,4,4,4,2,1,2,1,1,1,4,3,4,2,2,1,1,4,3,4,2,2,1,1,50.35,8,139.2,12,22,1,0.5,12.59,0.003041825095,66.71428571,0.05995717345,active,passive
M,83,4c29d22467af4d7faa137c4eedd65340,2018-01-27,46000,1034,0,5,5,5,0,0,0,0,0,0,5,5,5,3,3,1,1,5,5,5,3,3,1,1,16.77,5.4,129.6,0,23,1,0,3.35,0.004835589942,26.57142857,0.188172043,passive,passive
M,26,e997a086fc13446da2aa9070d98d191a,2017-12-11,71000,1081,0,5,3,4,0,0,0,0,0,0,5,3,5,3,2,2,1,3,3,3,1,1,1,1,13.8,6.125,144,0,20,0.6,0,3.45,0.003700277521,33.28571429,0.1201716738,passive,passive
F,29,17af917bb842480e925e49a8ca08c1f8,2018-03-21,58000,981,1,5,5,12,1,1,1,1,0,1,5,5,5,3,1,3,1,5,5,5,3,1,3,1,30.48,6.818181818,163.6363636,3,18,1,0.2,2.54,0.0122324159,19,0.6315789474,active,active
M,43,bf8d7498eb32431ab3fedaa14b7d3a0d,2017-09-15,70000,1168,0,4,3,1,0,0,0,0,0,0,4,2,3,4,2,2,0,3,2,3,3,2,1,0,2.03,7.714285714,164.5714286,0,18,0.75,0,2.03,0.0008561643836,45.71428571,0.021875,passive,passive
F,89,3dae0eadb47149b0b9b548d14548524b,2018-01-14,65000,1047,3,4,4,7,3,2,3,2,1,2,4,3,4,2,1,2,1,4,3,4,2,1,2,1,124.82,8.181818182,170.1818182,14,14,1,0.75,17.83,0.006685768863,28.42857143,0.2462311558,active,passive
F,49,5404741ead9442bdbd4b9aa2273e85af,2018-05-18,79000,923,2,5,5,2,2,1,2,2,1,1,5,2,4,5,2,2,1,5,2,4,5,2,2,1,24.93,8,160,8,23,1,0.4,12.46,0.002166847237,10.71428571,0.1866666667,active,passive
M,79,81e9ad5fa55a4884b65e01a5db8f1b4e,2016-06-27,67000,1613,3,4,3,18,3,3,3,1,3,0,4,3,4,2,3,0,1,3,3,3,1,3,0,0,317.03,7.5,146.4,25,25,0.75,0.75,17.61,0.01115933044,109.2857143,0.1647058824,passive,passive
F,55,b2f1cd155b864803ad8334cdf13c4bd2,2017-10-16,94000,1137,3,5,5,8,3,3,3,2,1,2,5,4,5,3,1,2,2,5,4,5,3,1,2,2,195.35,6.230769231,158.7692308,15,15,1,0.6,24.42,0.007036059807,41.28571429,0.1937716263,active,passive
M,55,37a97f6e09784a07bbb67bc6539f1a00,2017-12-03,66000,1089,2,5,3,19,2,2,2,0,2,0,5,2,5,3,2,0,3,3,2,3,1,2,0,1,272.23,6,139.2,20,20,0.6,0.4,14.33,0.01744719927,34.42857143,0.5518672199,passive,active
M,45,77927096ab4144fa930b4cadd4773cc2,2017-10-07,31000,1146,0,4,3,5,0,0,0,0,0,0,4,3,3,3,2,1,1,3,3,3,2,2,0,1,16.46,7.142857143,123.4285714,0,20,0.75,0,3.29,0.004363001745,42.57142857,0.1174496644,passive,passive
M,52,acbc358a8bf44ba88d0de1f2bec5b2ab,2018-01-30,30000,1031,0,4,2,5,0,0,0,0,0,0,4,2,3,4,2,1,1,2,2,2,2,2,0,0,9.8,6.666666667,136,0,15,0.5,0,1.96,0.004849660524,26.14285714,0.1912568306,passive,passive
M,39,8ca29d07b300474786a6016fe76174dd,2016-04-04,55000,1697,4,4,3,9,4,3,4,4,4,0,4,3,4,4,4,0,0,3,3,3,3,3,0,0,156.54,7.727272727,128.7272727,30,30,0.75,1,17.39,0.005303476724,121.2857143,0.074204947,passive,passive
M,77,88baa20c29a94178a43a7d68e5f039d4,2018-07-02,69000,878,1,4,2,3,1,0,0,1,0,1,4,3,3,2,1,1,2,2,2,2,1,1,0,1,60.25,8.571428571,133.7142857,5,15,0.5,0.25,20.08,0.003416856492,4.285714286,0.7,passive,active
M,66,a2bd377c7ab74d93bbfd87f70043a9f8,2018-07-09,60000,871,2,5,3,6,2,1,2,2,1,1,5,3,5,3,2,2,1,3,3,3,1,1,1,1,30.9,6.1,148.8,8,20,0.6,0.4,5.15,0.006888633754,3.285714286,1.826086957,passive,active
F,69,23f9e3baf42b43148fee9bbbc3530c7a,2017-09-27,87000,1156,2,4,4,2,2,1,2,2,2,0,4,2,3,4,3,1,0,4,2,3,4,3,1,0,53.21,8,158.4,10,20,1,0.5,26.6,0.001730103806,44,0.04545454545,active,passive
M,74,8486e692a5f94d179d507eaca848ecbd,2014-08-20,53000,2290,1,2,2,4,1,1,1,1,0,1,2,2,2,1,1,1,0,2,2,2,1,1,1,0,55.13,10,211.2,2,12,1,0.5,13.78,0.001746724891,206,0.01941747573,active,passive
F,75,49f22e86d2db41878778d70958dc744e,2018-07-12,87000,868,4,5,5,5,4,2,3,4,0,4,5,3,4,5,1,4,0,5,3,4,5,1,4,0,114.7,10.78571429,192,12,17,1,0.8,22.94,0.005760368664,2.857142857,1.75,active,active
F,59,28de174a5c854dd1be3187dc6edae45b,2015-09-09,85000,1905,4,6,5,7,4,3,4,4,1,3,6,4,6,5,1,4,1,5,4,5,4,1,3,1,193.1,7.066666667,160,12,14,0.83,0.667,27.59,0.003674540682,151,0.04635761589,active,passive
M,47,a1eb338ccbca4cc88c9366939f16d819,2013-12-30,66000,2523,2,3,3,5,2,1,2,1,1,1,3,1,3,2,1,1,1,3,1,3,2,1,1,1,74.17,7.5,150,12,12,1,0.667,14.83,0.001981767737,239.2857143,0.02089552239,active,passive
M,20,220a39cdfd6b41268c43a2e588fcb7e0,2018-05-28,69000,913,0,4,2,1,0,0,0,0,0,0,4,2,3,4,2,2,0,2,2,2,2,1,1,0,0.87,8.166666667,164,0,18,0.5,0,0.87,0.001095290252,9.285714286,0.1076923077,passive,passive
M,60,0c89378f14804b42b6e63e4dc26e8d3e,2017-04-26,108000,1310,2,4,4,4,2,1,2,2,1,1,4,3,4,3,1,2,1,4,3,4,3,1,2,1,127.28,5.9,170.4,7,10,1,0.5,31.82,0.003053435115,66,0.06060606061,active,passive
M,65,464d2302b99b46ad8eb3e42e1b849c24,2018-03-15,61000,987,2,5,2,6,2,2,2,2,0,2,5,3,5,5,0,3,2,2,2,2,2,0,2,0,24,6.444444444,176,5,8,0.4,0.4,4,0.006079027356,19.85714286,0.3021582734,passive,passive
M,33,3f36bc1d5fc0499b9f96f62348f0f9b0,2015-04-21,43000,2046,1,4,1,8,1,1,1,1,0,1,4,1,2,4,0,4,0,1,1,1,1,0,1,0,19.78,13.33333333,228,2,14,0.25,0.25,2.47,0.003910068426,171.1428571,0.04674457429,passive,passive
F,39,fe97aa22dd3e48c8b143116a8403dd52,2017-12-17,67000,1075,1,5,5,11,1,1,1,1,0,1,5,2,5,4,0,1,4,5,2,5,4,0,1,4,562.77,2.727272727,130.9090909,2,2,1,0.2,51.16,0.01023255814,32.42857143,0.3392070485,active,passive
M,49,dbca75f289544e09836322ba2e104854,2018-06-02,59000,908,1,3,2,6,1,1,1,1,1,0,3,1,3,3,1,1,1,2,1,2,2,1,1,0,38.26,5.833333333,132,5,7,0.67,0.333,6.38,0.006607929515,8.571428571,0.7,passive,active
M,68,c863af14b3654499b1caea5e640136d2,2018-02-07,58000,1023,0,5,5,2,0,0,0,0,0,0,5,4,4,3,1,3,1,5,4,4,3,1,3,1,17.19,9.4,177.6,0,20,1,0,8.6,0.001955034213,25,0.08,passive,passive
M,42,d7dc31e069124ef49e1bb937cb89f41c,2017-02-09,80000,1386,1,3,3,3,1,1,1,1,1,0,3,2,3,2,1,0,2,3,2,3,2,1,0,2,53.74,4.285714286,99.42857143,10,10,1,0.333,17.91,0.002164502165,76.85714286,0.03903345725,active,passive
M,72,1827da57bb924833a6f73c79b5f2bbc5,2018-06-01,33000,909,0,6,3,5,0,0,0,0,0,0,6,3,5,6,3,3,0,3,3,3,3,2,1,0,8.14,9.444444444,170.6666667,0,29,0.5,0,1.63,0.005500550055,8.714285714,0.5737704918,passive,active
F,18,721eb06ac285463aa6e1184e0ea9b7f0,2017-05-24,49000,1282,2,5,3,10,2,2,2,2,0,2,5,2,4,5,1,4,0,3,2,3,3,1,2,0,30.47,8.2,175.2,6,18,0.6,0.4,3.05,0.007800312012,62,0.1612903226,passive,passive
F,32,d594b1f288674594a02c8527e5837ade,2018-06-28,42000,882,2,2,1,7,2,1,2,2,2,0,2,1,2,2,2,0,0,1,1,1,1,1,0,0,71.19,5,139.2,10,10,0.5,1,10.17,0.007936507937,4.857142857,1.441176471,passive,active
M,67,0f54094029ca4107bfd36203aeb3ed14,2017-08-28,50000,1186,1,5,5,3,1,1,1,1,0,1,5,3,5,4,1,2,2,5,3,5,4,1,2,2,33.07,5.545454545,128.7272727,3,15,1,0.2,11.02,0.002529510961,48.28571429,0.06213017751,active,passive
M,52,5f18c5754dc04baaa1267c823f877a85,2018-07-04,42000,876,0,5,2,3,0,0,0,0,0,0,5,2,2,4,0,4,1,2,2,2,1,0,1,1,5.4,10.57142857,171.4285714,0,18,0.4,0,1.8,0.003424657534,4,0.75,passive,active
M,38,d8567f1400d8486cb31c6abba64389ec,2017-10-19,64000,1134,3,3,2,9,3,2,3,1,3,0,3,2,3,1,3,0,0,2,2,2,0,2,0,0,150.94,8.75,168,25,25,0.67,1,16.77,0.007936507937,40.85714286,0.2202797203,passive,passive
F,60,30fae86966114f6e83c3043b22b6b7c4,2018-03-16,77000,986,5,6,5,5,5,4,5,4,1,4,6,5,6,5,2,4,0,5,5,5,4,2,3,0,106.91,9.4375,189,19,29,0.83,0.833,21.38,0.005070993915,19.71428571,0.2536231884,active,passive
F,62,fd700397b7c8440baa70d5539926c5a0,2017-12-22,77000,1070,2,5,3,2,2,1,2,2,2,0,5,3,5,5,3,1,1,3,3,3,3,2,1,0,33.46,7,151.2,15,22,0.6,0.4,16.73,0.001869158879,31.71428571,0.06306306306,passive,passive
F,55,4293153650e04742b310ac06cd3810e9,2018-07-08,51000,872,1,4,4,2,1,0,1,1,1,0,4,1,3,3,1,2,1,4,1,3,3,1,2,1,25.9,8.333333333,162.6666667,5,12,1,0.25,12.95,0.002293577982,3.428571429,0.5833333333,active,active
M,22,2ce2e03319c7446ca9c379b4589da19b,2018-04-28,63000,943,0,5,5,6,0,0,0,0,0,0,5,5,5,3,3,1,1,5,5,5,3,3,1,1,19.8,7,144,0,27,1,0,3.3,0.006362672322,13.57142857,0.4421052632,passive,passive
M,34,4d15a2a5ac134c58971b910b859bec24,2017-12-06,41000,1086,3,4,2,11,3,2,3,3,1,2,4,2,3,4,1,3,0,2,2,2,2,1,1,0,118.41,11.11111111,184,14,19,0.5,0.75,10.76,0.01012891344,34,0.3235294118,passive,passive
M,46,127cd9d95e6247e5b92bff64d6205a94,2014-12-14,60000,2174,3,5,4,26,3,2,3,3,2,1,5,4,5,4,4,1,0,4,4,4,3,3,1,0,105.58,7.083333333,166,12,27,0.8,0.6,4.06,0.01195952162,189.4285714,0.137254902,active,passive
M,85,4e233f02eff840c7a3e5ec15d55d7d23,2018-07-26,67000,854,1,3,2,5,1,1,1,1,0,1,3,2,2,3,0,3,0,2,2,2,2,0,2,0,22.18,10.16666667,204,3,10,0.67,0.333,4.44,0.005854800937,0.8571428571,5.833333333,passive,active
F,51,3ecb372184104ff7bad0f0f60cb56e29,2017-03-16,85000,1351,3,5,3,8,3,1,2,3,1,2,5,2,4,4,1,2,2,3,2,3,2,0,1,2,180,6.454545455,150.5454545,13,13,0.6,0.6,22.5,0.0059215396,71.85714286,0.111332008,passive,passive
F,53,8a37057f57c4495fb98dfcc8b909b09f,2016-04-27,85000,1674,4,5,4,8,4,2,3,3,2,2,5,3,4,3,2,2,1,4,3,4,2,2,1,1,177.09,8.846153846,180.9230769,22,22,0.8,0.8,22.14,0.004778972521,118,0.06779661017,active,passive
M,51,11da2f066d3943699d10b61fd276fd1a,2016-08-10,92000,1569,5,5,5,15,5,4,4,5,2,3,5,4,4,5,2,3,0,5,4,4,5,2,3,0,330.92,10,192,19,19,1,1,22.06,0.009560229446,103,0.145631068,active,passive
M,48,21b02228cd4441b49bf0b5ff046f4b75,2015-06-01,44000,2005,2,5,4,18,2,1,2,2,0,2,5,3,4,4,2,3,0,4,3,4,3,2,2,0,58.18,10.09090909,165.8181818,5,30,0.8,0.4,3.23,0.00897755611,165.2857143,0.1089023336,active,passive
M,52,629fc02d56414d91bca360decdfa9288,2018-06-05,72000,905,3,6,6,3,3,0,2,3,1,2,6,2,4,4,1,3,2,6,2,4,4,1,3,2,66.05,9.666666667,166.4,12,17,1,0.5,22.02,0.003314917127,8.142857143,0.3684210526,active,passive
M,62,c87b50fcdd4a4d2faacff6112243a8dd,2016-03-05,53000,1727,3,4,3,10,3,2,3,1,2,1,4,2,4,2,2,1,1,3,2,3,1,2,0,1,125.56,8,153.6,22,22,0.75,0.75,12.56,0.005790387956,125.5714286,0.07963594994,passive,passive
M,42,91dc71c4e9bd45b0861825c32f5ee8f9,2018-03-25,62000,977,0,5,1,4,0,0,0,0,0,0,5,2,4,5,0,4,1,1,1,1,1,0,1,0,12.12,10,204,0,11,0.2,0,3.03,0.004094165814,18.42857143,0.2170542636,passive,passive
M,55,3bd5ba038a5c46cc94e8cd5e5739c967,2017-10-25,65000,1128,0,3,3,7,0,0,0,0,0,0,3,2,3,2,2,0,1,3,2,3,2,2,0,1,16.69,6.666666667,128,0,20,1,0,2.38,0.006205673759,40,0.175,passive,passive
F,27,92214286965d4eb1ad14dc8b0b04a20f,2015-09-15,50000,1899,2,4,4,8,2,2,2,2,2,0,4,4,4,3,3,0,1,4,4,4,3,3,0,1,89.78,7,110.4,20,25,1,0.5,11.22,0.004212743549,150.1428571,0.05328258801,active,passive
M,68,37155a5f4ff248529399c95472186879,2018-05-30,107000,911,2,5,2,8,2,1,1,2,0,2,5,2,3,5,0,4,1,2,2,2,2,0,2,0,253.72,11.22222222,200,8,15,0.4,0.4,31.72,0.008781558727,9,0.8888888889,passive,active
F,74,c84fe4915ef74c7f9e81b003d3ecf54c,2017-12-20,83000,1072,1,2,1,1,1,0,1,1,1,0,2,1,2,2,2,0,0,1,1,1,1,1,0,0,25.69,5,144,5,10,0.5,0.5,25.69,0.0009328358209,32,0.03125,passive,passive
M,77,041fd7c6b796430a867c4e03d2ff8f4d,2014-10-11,66000,2238,5,6,3,26,5,2,3,5,0,5,6,2,3,6,0,6,0,3,2,2,3,0,3,0,87.13,13.64285714,214.2857143,17,22,0.5,0.833,3.35,0.01161751564,198.5714286,0.1309352518,passive,passive
M,35,9e91e04b9a344f4e948728bf127967b6,2018-01-18,72000,1043,5,5,3,14,5,3,4,5,3,2,5,3,4,5,3,2,0,3,3,3,3,3,0,0,261.56,9.230769231,145.8461538,27,27,0.6,1,18.68,0.01342281879,27.85714286,0.5025641026,passive,active
F,50,348bdc19d65f49b8b98f72c59e64cd89,2017-11-08,69000,1114,3,5,5,10,3,2,3,2,1,2,5,3,5,3,1,2,2,5,3,5,3,1,2,2,184.96,6.923076923,158.7692308,14,14,1,0.6,18.5,0.008976660682,38,0.2631578947,active,passive
M,45,c74beaa959a742309ba8350b7d472676,2015-10-27,94000,1857,2,5,4,6,2,1,1,1,1,1,5,1,3,4,1,2,2,4,1,3,3,1,1,2,162.91,10,168,15,20,0.8,0.4,27.15,0.003231017771,144.1428571,0.04162537166,active,passive
M,82,c79da41557894c7eacc5c0156dc1f4dc,2016-12-31,87000,1426,0,2,2,8,0,0,0,0,0,0,2,0,2,2,0,0,2,2,0,2,2,0,0,2,155.64,0,96,0,0,1,0,19.45,0.005610098177,82.57142857,0.09688581315,passive,passive
M,40,8cc1a1bd309842bfaafd4483d994579b,2013-12-22,57000,2531,1,4,4,4,1,1,1,1,0,1,4,2,4,3,0,1,3,4,2,4,3,0,1,3,79.95,2.333333333,114.6666667,3,3,1,0.25,19.99,0.001580403003,240.4285714,0.01663695781,active,passive
M,66,83e2ccc1d4374c14865e8e2cf16007dd,2018-06-17,34000,893,0,3,2,4,0,0,0,0,0,0,3,2,3,2,2,0,1,2,2,2,1,1,0,1,10.6,3,110.4,0,10,0.67,0,2.65,0.004479283315,6.428571429,0.6222222222,passive,active
M,52,17c803219d1348d4a016691c947de0ed,2018-04-11,63000,960,0,3,2,2,0,0,0,0,0,0,3,2,3,3,0,2,1,2,1,2,2,0,1,1,6.18,4.8,153.6,0,5,0.67,0,3.09,0.002083333333,16,0.125,passive,passive
F,57,791ffe6d3dc848d2b233129a8096f7ab,2016-03-29,89000,1703,4,5,3,9,4,3,3,3,1,3,5,4,4,4,1,4,0,3,3,3,3,0,3,0,226.68,10.41666667,198,20,23,0.6,0.8,25.19,0.005284791544,122.1428571,0.07368421053,passive,passive
M,68,2204f8ff966f48db90246bd7b5918a7f,2016-06-29,69000,1611,3,4,3,9,3,0,0,3,0,3,4,1,1,3,0,3,1,3,1,1,2,0,2,1,143.03,16,206.4,15,15,0.75,0.75,15.89,0.005586592179,109,0.08256880734,passive,passive
M,21,0b9cac742f534951b5af48395dfe6879,2018-03-03,52000,999,2,4,3,5,2,1,2,2,2,0,4,2,3,4,2,2,0,3,2,3,3,2,1,0,13.98,7.111111111,160,10,18,0.75,0.5,2.8,0.005005005005,21.57142857,0.2317880795,passive,passive
M,61,b818e955451b47db9fc8767fa45e464e,2017-08-15,44000,1199,2,6,3,8,2,1,2,2,0,2,6,3,6,6,1,5,0,3,3,3,3,0,3,0,17.7,8.181818182,181.0909091,5,17,0.5,0.333,2.21,0.006672226856,50.14285714,0.1595441595,passive,passive
F,58,a9ecb39d93d74696a9d6ddd5355329ff,2018-03-17,54000,985,0,5,2,6,0,0,0,0,0,0,5,2,3,5,1,4,0,2,2,2,2,1,1,0,21.5,12.85714286,195.4285714,0,24,0.4,0,3.58,0.006091370558,19.57142857,0.3065693431,passive,passive
F,67,0d18c37c8b58459f8aa6af2f7b541357,2018-06-14,54000,896,0,4,3,7,0,0,0,0,0,0,4,3,4,2,2,1,1,3,2,3,2,1,1,1,17.38,5.714285714,126.8571429,0,17,0.75,0,2.48,0.0078125,6.857142857,1.020833333,passive,active
M,24,d250372c924747d8ac9a8fa88f584bc3,2017-02-12,61000,1383,2,5,2,10,2,2,2,2,2,0,5,2,4,5,2,2,1,2,2,2,2,2,0,0,155.42,8.333333333,136,15,22,0.4,0.4,15.54,0.00723065799,76.42857143,0.1308411215,passive,passive
M,26,3cea9c09fefb4c33ae2f0aa604af7eb4,2017-11-17,35000,1105,0,5,3,4,0,0,0,0,0,0,5,3,4,5,2,3,0,3,3,3,3,2,1,0,10.1,8.75,171,0,19,0.6,0,2.52,0.003619909502,36.71428571,0.1089494163,passive,passive
F,71,87efa556dd48400cb4231a273e088bcf,2017-12-07,105000,1085,4,4,3,9,4,2,3,4,1,3,4,2,3,4,1,3,0,3,2,2,3,1,2,0,212.27,10.54545455,174.5454545,15,15,0.75,1,23.59,0.008294930876,33.85714286,0.2658227848,passive,passive
F,69,4e4c47b460b1414c8ddd459b61f84b9e,2017-12-12,64000,1080,4,5,4,9,4,1,4,3,3,1,5,1,5,4,3,1,1,4,1,4,3,2,1,1,146.49,6.538461538,156.9230769,22,22,0.8,0.8,16.28,0.008333333333,33.14285714,0.2715517241,active,passive
M,81,accec36a10704e1fbaeb9b28b8bc5da8,2018-05-03,93000,938,0,6,6,0,0,0,0,0,0,0,6,4,5,5,1,3,2,6,4,5,5,1,3,2,0,8.333333333,168,0,19,1,0,0,0,12.85714286,0,passive,passive
M,62,d1a6fe4c241e4dbf8a4da6fd6c714ac5,2016-04-05,73000,1696,3,5,5,11,3,1,3,2,3,0,5,2,5,3,3,0,2,5,2,5,3,3,0,2,232.19,4.615384615,142.1538462,20,20,1,0.6,21.11,0.006485849057,121.1428571,0.09080188679,active,passive
M,38,1eed89c11cc749a4bb93d8cef032821d,2017-07-09,74000,1236,1,1,1,8,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,796.77,10,240,2,2,1,1,99.6,0.006472491909,55.42857143,0.1443298969,active,passive
M,61,3f279ee9fd0d4195b0b9574ce0ae6923,2017-09-26,82000,1157,1,3,1,3,1,0,0,1,0,1,3,1,2,2,1,1,1,1,0,1,1,1,0,0,62.65,10,177.6,5,10,0.33,0.333,20.88,0.002592912705,44.14285714,0.06796116505,passive,passive
F,52,2d40e25b82b94b37bbad2332e90a1034,2017-08-09,92000,1205,3,4,4,1,3,2,2,2,2,1,4,3,3,3,3,1,0,4,3,3,3,3,1,0,23.59,11.81818182,165.8181818,25,30,1,0.75,23.59,0.0008298755187,51,0.01960784314,active,passive
M,50,9df2790f060d430e94f17189042e5671,2017-12-25,70000,1067,3,4,4,10,3,3,3,3,2,1,4,3,4,4,2,1,1,4,3,4,4,2,1,1,218.67,5.454545455,148.3636364,12,12,1,0.75,21.87,0.009372071228,31.28571429,0.3196347032,active,passive
M,54,ae47fbe72b274838a2093c3e91bc03dc,2017-02-16,118000,1379,3,5,5,7,3,3,3,1,3,0,5,5,5,2,4,0,1,5,5,5,2,4,0,1,185.61,7.692307692,134.7692308,30,35,1,0.6,26.52,0.005076142132,75.85714286,0.0922787194,active,passive
F,75,018b8f83176d471db63d9733c741fc8a,2018-05-02,109000,939,2,2,2,2,2,1,2,2,2,0,2,1,2,2,2,0,0,2,1,2,2,2,0,0,37.04,5,144,10,10,1,1,18.52,0.002129925453,13,0.1538461538,active,passive
M,82,d2e88e95c0ae41c0980e4cfc10d162d8,2018-03-19,73000,983,1,6,3,8,1,1,1,1,0,1,6,2,4,5,2,3,1,3,2,3,2,2,1,0,36.3,9.1,175.2,3,28,0.5,0.167,4.54,0.008138351984,19.28571429,0.4148148148,passive,passive
M,64,aa4a681ea192401ab469b616f8fe6885,2018-07-20,38000,860,0,6,3,5,0,0,0,0,0,0,6,2,6,6,1,3,2,3,2,3,3,0,2,1,10.54,5.444444444,160,0,12,0.5,0,2.11,0.005813953488,1.714285714,2.916666667,passive,active
F,54,ae40f2f496e84ed29e7638b0bccee9a4,2015-10-06,99000,1878,3,6,5,7,3,3,3,2,2,1,6,3,6,5,2,1,3,5,3,5,4,2,1,2,163.18,4.714285714,132,18,18,0.83,0.5,23.31,0.003727369542,147.1428571,0.04757281553,active,passive
M,82,5a3d291f75984396b6eb2800206ec716,2018-01-08,72000,1053,2,4,2,3,2,2,2,2,1,1,4,2,3,4,2,2,0,2,2,2,2,1,1,0,16.43,8.75,186,7,17,0.5,0.5,5.48,0.002849002849,29.28571429,0.1024390244,passive,passive
M,90,bf2c086d4c4049289df1e0c8ea08f55c,2018-05-09,45000,932,1,4,2,5,1,0,1,1,1,0,4,2,4,4,1,2,1,2,2,2,2,0,2,0,10.76,7.142857143,198.8571429,5,9,0.5,0.25,2.15,0.005364806867,12,0.4166666667,passive,passive
F,34,5b9c1a35c0144b6ab584e666dec7c531,2018-04-17,67000,954,0,5,3,7,0,0,0,0,0,0,5,3,5,3,2,1,2,3,3,3,1,1,1,1,19.06,4.875,135,0,18,0.6,0,2.72,0.007337526205,15.14285714,0.4622641509,passive,passive
M,44,ad3c443c9ce34aa38929b0a84cb14c04,2018-07-18,53000,862,1,3,3,6,1,1,1,1,1,0,3,2,3,3,2,0,1,3,2,3,3,2,0,1,69.32,5.714285714,113.1428571,10,15,1,0.333,11.55,0.006960556845,2,3,active,active
F,79,688e4f2487d44ad8bbcc0f96936f42d6,2018-07-11,106000,869,0,4,2,0,0,0,0,0,0,0,4,2,2,3,0,3,1,2,1,1,2,0,2,0,0,12.33333333,188,0,13,0.5,0,0,0,3,0,passive,passive
F,58,73c157a4b8e342fcb5d8479d8cb41e81,2016-12-31,95000,1426,3,5,2,11,3,2,2,2,2,1,5,2,4,4,2,1,2,2,2,2,1,2,0,0,321.03,10,153.6,25,25,0.4,0.6,29.18,0.007713884993,82.57142857,0.1332179931,passive,passive
F,47,e737ff591120415581ddbe817b8c82ca,2016-01-05,74000,1787,2,3,2,14,2,1,2,1,2,0,3,2,3,1,2,0,1,2,2,2,0,1,0,1,254.69,5.714285714,140.5714286,15,15,0.67,0.667,18.19,0.007834359261,134.1428571,0.1043663472,passive,passive
F,60,9cb34ff9de694c578154da3efc9915db,2017-11-17,59000,1105,1,6,3,7,1,0,1,1,1,0,6,3,6,4,3,1,2,3,3,3,1,2,0,1,24.6,5,132,5,22,0.5,0.167,3.51,0.006334841629,36.71428571,0.1906614786,passive,passive
M,83,32189735a963491082e35dd4c3221690,2017-08-07,54000,1207,2,4,3,13,2,2,2,2,1,1,4,3,4,3,1,1,2,3,3,3,2,1,1,1,164.79,5,146.6666667,7,7,0.75,0.5,12.68,0.01077050539,51.28571429,0.2534818942,passive,passive
F,74,4e5923e5deab4d5cb1624a0b1cc9909c,2018-05-17,103000,924,0,6,3,0,0,0,0,0,0,0,6,3,6,6,2,4,0,3,3,3,3,1,2,0,0,8.111111111,157.3333333,0,25,0.5,0,0,0,10.85714286,0,passive,passive
M,89,2c5c71b7bfaa4e3e8088fc177e6e559b,2015-09-17,101000,1897,1,4,3,5,1,1,1,1,0,1,4,3,4,2,0,1,3,3,2,3,2,0,1,2,160.52,2.625,114,3,3,0.75,0.25,32.1,0.002635740643,149.8571429,0.03336510963,passive,passive
M,68,307245a5204947e5a9f952daffcad5f2,2016-03-05,62000,1727,4,4,4,9,4,4,4,4,1,3,4,4,4,4,1,3,0,4,4,4,4,1,3,0,142.3,8,192,12,12,1,1,15.81,0.00521134916,125.5714286,0.07167235495,active,passive
F,63,eb834c09384149e88983526893d4d0cb,2017-11-27,110000,1095,3,5,2,5,3,2,2,3,1,2,5,2,4,5,2,3,0,2,2,2,2,1,1,0,102.67,10,189.6,12,19,0.4,0.6,20.53,0.004566210046,35.28571429,0.1417004049,passive,passive
F,40,f93884685d214230bbc7c5f46aef121f,2018-07-06,51000,874,0,4,4,5,0,0,0,0,0,0,4,2,3,3,1,2,1,4,2,3,3,1,2,1,72.2,8.75,150,0,12,1,0,14.44,0.005720823799,3.714285714,1.346153846,passive,active
F,79,341276cb09ac42ad8473be091b52b082,2017-12-17,99000,1075,1,4,3,7,1,0,1,1,0,1,4,2,4,3,1,2,1,3,2,3,2,1,1,1,161.85,6.25,132,2,9,0.75,0.25,23.12,0.006511627907,32.42857143,0.2158590308,passive,passive
